title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary,instructions,difficulty_rating
Simple Chicken Breast Bread Bowl,entree,Asian,"['chicken breast', 'bread', 'mushrooms', 'butter', 'hot sauce']",6,23,29,2,easy,False,A straightforward asian dish featuring chicken breast and mushrooms.,1. Chop the mushrooms and prep the chicken breast. 2. Cook the bread according to package directions. 3. Sauté the chicken breast and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Lentils with Onion and Quinoa,entree,Asian,"['lentils', 'quinoa', 'onion', 'soy sauce', 'hot sauce']",13,10,23,4,easy,True,A straightforward asian dish featuring lentils and onion.,1. Chop the onion and prep the lentils. 2. Cook the quinoa according to package directions. 3. Sauté the lentils and onion until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Bell Pepper and Chicken Breast Plate,entree,Mediterranean,"['chicken breast', 'quinoa', 'bell pepper', 'hot sauce', 'soy sauce']",15,21,36,4,medium,False,A straightforward mediterranean dish featuring chicken breast and bell pepper.,1. Chop the bell pepper and prep the chicken breast. 2. Cook the quinoa according to package directions. 3. Sauté the chicken breast and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Lentils Potatoes Bowl,entree,American,"['lentils', 'potatoes', 'peas', 'soy sauce', 'garlic']",6,12,18,4,easy,True,A straightforward american dish featuring lentils and peas.,1. Chop the peas and prep the lentils. 2. Cook the potatoes according to package directions. 3. Sauté the lentils and peas until fully cooked. 4. Combine all ingredients together and serve hot.,1
Beef Strips with Onion and Potatoes,entree,American,"['beef strips', 'potatoes', 'onion', 'hot sauce']",9,15,24,4,easy,False,A straightforward american dish featuring beef strips and onion.,1. Chop the onion and prep the beef strips. 2. Cook the potatoes according to package directions. 3. Sauté the beef strips and onion until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Zucchini and Eggs Plate,entree,Asian,"['eggs', 'potatoes', 'zucchini', 'cheese']",9,20,29,4,easy,True,A straightforward asian dish featuring eggs and zucchini.,1. Chop the zucchini and prep the eggs. 2. Cook the potatoes according to package directions. 3. Sauté the eggs and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Chickpeas Rice Bowl,entree,Italian,"['chickpeas', 'rice', 'broccoli', 'olive oil']",13,10,23,4,easy,True,A straightforward italian dish featuring chickpeas and broccoli.,1. Chop the broccoli and prep the chickpeas. 2. Cook the rice according to package directions. 3. Sauté the chickpeas and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Zucchini and Chickpeas Plate,entree,Mexican,"['chickpeas', 'rice', 'zucchini', 'ginger', 'garlic']",15,11,26,2,easy,True,A straightforward mexican dish featuring chickpeas and zucchini.,1. Chop the zucchini and prep the chickpeas. 2. Cook the rice according to package directions. 3. Sauté the chickpeas and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Black Beans Sweet Potatoes Bowl,entree,Italian,"['black beans', 'sweet potatoes', 'carrots', 'ginger', 'butter']",11,25,36,4,medium,True,A straightforward italian dish featuring black beans and carrots.,1. Chop the carrots and prep the black beans. 2. Cook the sweet potatoes according to package directions. 3. Sauté the black beans and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Tomatoes and Lentils Plate,entree,Mexican,"['lentils', 'tortillas', 'tomatoes', 'hot sauce']",14,19,33,2,medium,True,A straightforward mexican dish featuring lentils and tomatoes.,1. Chop the tomatoes and prep the lentils. 2. Cook the tortillas according to package directions. 3. Sauté the lentils and tomatoes until fully cooked. 4. Combine all ingredients together and serve hot.,3
Pork Chops with Tomatoes and Noodles,entree,American,"['pork chops', 'noodles', 'tomatoes', 'ginger']",15,10,25,2,easy,False,A straightforward american dish featuring pork chops and tomatoes.,1. Chop the tomatoes and prep the pork chops. 2. Cook the noodles according to package directions. 3. Sauté the pork chops and tomatoes until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Spinach and Black Beans Plate,entree,Italian,"['black beans', 'noodles', 'spinach']",13,16,29,4,easy,True,A straightforward italian dish featuring black beans and spinach.,1. Chop the spinach and prep the black beans. 2. Cook the noodles according to package directions. 3. Sauté the black beans and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Broccoli and Chicken Breast Plate,entree,Asian,"['chicken breast', 'noodles', 'broccoli']",12,16,28,4,easy,False,A straightforward asian dish featuring chicken breast and broccoli.,1. Chop the broccoli and prep the chicken breast. 2. Cook the noodles according to package directions. 3. Sauté the chicken breast and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Chickpeas Bread Bowl,entree,Mediterranean,"['chickpeas', 'bread', 'cabbage', 'garlic']",15,17,32,4,medium,True,A straightforward mediterranean dish featuring chickpeas and cabbage.,1. Chop the cabbage and prep the chickpeas. 2. Cook the bread according to package directions. 3. Sauté the chickpeas and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Pork Chops Noodles Bowl,entree,Italian,"['pork chops', 'noodles', 'cabbage', 'ginger', 'olive oil']",13,20,33,4,medium,False,A straightforward italian dish featuring pork chops and cabbage.,1. Chop the cabbage and prep the pork chops. 2. Cook the noodles according to package directions. 3. Sauté the pork chops and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,3
Quick Broccoli and Shrimp Plate,entree,Mediterranean,"['shrimp', 'bread', 'broccoli']",6,19,25,4,easy,False,A straightforward mediterranean dish featuring shrimp and broccoli.,1. Chop the broccoli and prep the shrimp. 2. Cook the bread according to package directions. 3. Sauté the shrimp and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Chicken Breast with Onion and Rice,entree,Mediterranean,"['chicken breast', 'rice', 'onion', 'garlic', 'teriyaki sauce']",8,16,24,2,easy,False,A straightforward mediterranean dish featuring chicken breast and onion.,1. Chop the onion and prep the chicken breast. 2. Cook the rice according to package directions. 3. Sauté the chicken breast and onion until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Beef Strips Quinoa Bowl,entree,Italian,"['beef strips', 'quinoa', 'onion']",10,10,20,2,easy,False,A straightforward italian dish featuring beef strips and onion.,1. Chop the onion and prep the beef strips. 2. Cook the quinoa according to package directions. 3. Sauté the beef strips and onion until fully cooked. 4. Combine all ingredients together and serve hot.,2
Beef Strips with Cabbage and Quinoa,entree,Mediterranean,"['beef strips', 'quinoa', 'cabbage', 'cheese']",8,19,27,4,easy,False,A straightforward mediterranean dish featuring beef strips and cabbage.,1. Chop the cabbage and prep the beef strips. 2. Cook the quinoa according to package directions. 3. Sauté the beef strips and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Beef Strips with Zucchini and Bread,entree,Mexican,"['beef strips', 'bread', 'zucchini']",6,18,24,2,easy,False,A straightforward mexican dish featuring beef strips and zucchini.,1. Chop the zucchini and prep the beef strips. 2. Cook the bread according to package directions. 3. Sauté the beef strips and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Pork Chops Tortillas Bowl,entree,Italian,"['pork chops', 'tortillas', 'carrots', 'garlic']",11,19,30,2,medium,False,A straightforward italian dish featuring pork chops and carrots.,1. Chop the carrots and prep the pork chops. 2. Cook the tortillas according to package directions. 3. Sauté the pork chops and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,3
Eggs with Spinach and Bread,entree,American,"['eggs', 'bread', 'spinach', 'lemon juice']",10,23,33,2,medium,True,A straightforward american dish featuring eggs and spinach.,1. Chop the spinach and prep the eggs. 2. Cook the bread according to package directions. 3. Sauté the eggs and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Beef Strips Rice Bowl,entree,Mediterranean,"['beef strips', 'rice', 'peas', 'olive oil', 'cheese']",6,23,29,4,easy,False,A straightforward mediterranean dish featuring beef strips and peas.,1. Chop the peas and prep the beef strips. 2. Cook the rice according to package directions. 3. Sauté the beef strips and peas until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Chickpeas Potatoes Bowl,entree,Mexican,"['chickpeas', 'potatoes', 'onion', 'olive oil']",12,15,27,4,easy,True,A straightforward mexican dish featuring chickpeas and onion.,1. Chop the onion and prep the chickpeas. 2. Cook the potatoes according to package directions. 3. Sauté the chickpeas and onion until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Salmon Noodles Bowl,entree,Mediterranean,"['salmon', 'noodles', 'zucchini', 'soy sauce', 'garlic']",8,23,31,2,medium,False,A straightforward mediterranean dish featuring salmon and zucchini.,1. Chop the zucchini and prep the salmon. 2. Cook the noodles according to package directions. 3. Sauté the salmon and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,3
Eggs with Tomatoes and Sweet Potatoes,entree,Mediterranean,"['eggs', 'sweet potatoes', 'tomatoes']",12,15,27,2,easy,True,A straightforward mediterranean dish featuring eggs and tomatoes.,1. Chop the tomatoes and prep the eggs. 2. Cook the sweet potatoes according to package directions. 3. Sauté the eggs and tomatoes until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Lentils Noodles Bowl,entree,American,"['lentils', 'noodles', 'peas', 'cheese']",10,15,25,2,easy,True,A straightforward american dish featuring lentils and peas.,1. Chop the peas and prep the lentils. 2. Cook the noodles according to package directions. 3. Sauté the lentils and peas until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Eggs Potatoes Bowl,entree,Mexican,"['eggs', 'potatoes', 'mushrooms']",5,14,19,2,easy,True,A straightforward mexican dish featuring eggs and mushrooms.,1. Chop the mushrooms and prep the eggs. 2. Cook the potatoes according to package directions. 3. Sauté the eggs and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,1
Salmon with Peas and Noodles,entree,Mediterranean,"['salmon', 'noodles', 'peas', 'olive oil']",7,11,18,4,easy,False,A straightforward mediterranean dish featuring salmon and peas.,1. Chop the peas and prep the salmon. 2. Cook the noodles according to package directions. 3. Sauté the salmon and peas until fully cooked. 4. Combine all ingredients together and serve hot.,1
Quick Broccoli and Pork Chops Plate,entree,Asian,"['pork chops', 'noodles', 'broccoli', 'olive oil']",10,15,25,2,easy,False,A straightforward asian dish featuring pork chops and broccoli.,1. Chop the broccoli and prep the pork chops. 2. Cook the noodles according to package directions. 3. Sauté the pork chops and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Spinach and Chicken Breast Plate,entree,Mexican,"['chicken breast', 'tortillas', 'spinach']",15,13,28,4,easy,False,A straightforward mexican dish featuring chicken breast and spinach.,1. Chop the spinach and prep the chicken breast. 2. Cook the tortillas according to package directions. 3. Sauté the chicken breast and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Zucchini and Chicken Breast Plate,entree,American,"['chicken breast', 'rice', 'zucchini', 'ginger']",5,14,19,4,easy,False,A straightforward american dish featuring chicken breast and zucchini.,1. Chop the zucchini and prep the chicken breast. 2. Cook the rice according to package directions. 3. Sauté the chicken breast and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,1
Quick Bell Pepper and Shrimp Plate,entree,Mexican,"['shrimp', 'sweet potatoes', 'bell pepper', 'cheese']",14,14,28,4,easy,False,A straightforward mexican dish featuring shrimp and bell pepper.,1. Chop the bell pepper and prep the shrimp. 2. Cook the sweet potatoes according to package directions. 3. Sauté the shrimp and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Broccoli and Shrimp Plate,entree,Mediterranean,"['shrimp', 'potatoes', 'broccoli']",13,15,28,2,easy,False,A straightforward mediterranean dish featuring shrimp and broccoli.,1. Chop the broccoli and prep the shrimp. 2. Cook the potatoes according to package directions. 3. Sauté the shrimp and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
