title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary,instructions,difficulty rating
Garlic Oregano Turkey Salad,entree,Mediterranean,"['ground turkey', 'olive oil', 'mixed greens', 'cauliflower', 'parsley']",15,10,25,2,easy,False,A light but satisfying dinner built around turkey with salad.,1. Prep the ground turkey and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the ground turkey with olive oil and mixed greens until fully cooked. 4. Toss everything together and serve.,2
Tomato Olive Turkey Salad,entree,Mediterranean,"['ground turkey', 'olive oil', 'mixed greens', 'broccoli', 'carrot', 'parsley']",15,10,25,6,easy,False,A light but satisfying dinner built around turkey with salad.,1. Prep the ground turkey and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the ground turkey with olive oil and mixed greens until fully cooked. 4. Toss everything together and serve.,2
Zesty Herb Turkey Salad,entree,Mediterranean,"['ground turkey', 'olive oil', 'mixed greens', 'kale', 'white beans', 'tomato', 'oregano']",18,10,28,6,easy,False,A light but satisfying dinner built around turkey with salad.,1. Prep the ground turkey and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the ground turkey with olive oil and mixed greens until fully cooked. 4. Toss everything together and serve.,2
Sun-Dried Tomato Turkey Salad,entree,Mediterranean,"['ground turkey', 'olive oil', 'salt', 'black pepper', 'mixed greens', 'sweet potato', 'onion', 'black beans', 'parsley']",15,10,25,4,easy,False,A fresh and herb-forward main dish built around turkey with salad.,1. Prep the ground turkey and gather the other ingredients. 2. Prepare the fresh ingredients and dressing. 3. Cook the ground turkey with olive oil and salt until fully cooked. 4. Toss everything together and serve.,3
Herb Turkey Soup,entree,American,"['ground turkey', 'olive oil', 'broth']",12,23,35,6,medium,False,A comfort-food style dinner built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",1
Garlic Turkey Soup,entree,American,"['ground turkey', 'olive oil', 'broth', 'garlic']",10,30,40,2,medium,False,A savory weeknight entree built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",1
Smoky Turkey Soup,entree,American,"['ground turkey', 'olive oil', 'broth', 'thyme', 'garlic']",18,22,40,4,medium,False,A savory weeknight entree built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Lemon Pepper Turkey Soup,entree,American,"['ground turkey', 'olive oil', 'broth', 'cauliflower', 'garlic powder', 'garlic']",12,18,30,6,medium,False,A hearty and simple main dish built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Roasted Turkey Soup,entree,American,"['ground turkey', 'olive oil', 'broth', 'eggplant', 'parsley', 'garlic powder', 'garlic']",20,25,45,4,medium,False,A hearty and simple main dish built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Homestyle Turkey Soup,entree,American,"['ground turkey', 'olive oil', 'broth', 'broccoli', 'carrot', 'butter', 'paprika', 'garlic']",12,33,45,4,medium,False,A comfort-food style dinner built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
Lemon Herb Turkey Soup,entree,Mediterranean,"['ground turkey', 'olive oil', 'broth', 'sweet potato', 'onion', 'black beans', 'oregano', 'cucumber', 'garlic']",12,28,40,6,medium,False,A bright Mediterranean-style entree built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
Mediterranean Turkey Soup,entree,Mediterranean,"['ground turkey', 'olive oil', 'salt', 'black pepper', 'broth', 'eggplant', 'tomato', 'zucchini', 'feta', 'garlic']",12,33,45,2,medium,False,A bright Mediterranean-style entree built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and salt until fully cooked. 4. Stir well, taste, and serve hot.",3
Garlic Oregano Turkey Soup,entree,Mediterranean,"['ground turkey', 'olive oil', 'broth', 'garlic']",20,10,30,4,medium,False,A fresh and herb-forward main dish built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",1
Tomato Olive Turkey Soup,entree,Mediterranean,"['ground turkey', 'olive oil', 'broth', 'oregano', 'garlic']",15,15,30,4,medium,False,A fresh and herb-forward main dish built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Zesty Herb Turkey Soup,entree,Mediterranean,"['ground turkey', 'olive oil', 'broth', 'eggplant', 'feta', 'garlic']",15,25,40,4,medium,False,A fresh and herb-forward main dish built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Sun-Dried Tomato Turkey Soup,entree,Mediterranean,"['ground turkey', 'olive oil', 'broth', 'cabbage', 'carrot', 'parsley', 'garlic']",18,22,40,2,medium,False,A light but satisfying dinner built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Ginger Garlic Turkey Soup,entree,Asian,"['ground turkey', 'olive oil', 'broth', 'eggplant', 'tomato', 'zucchini', 'green onion', 'garlic']",15,20,35,6,medium,False,A savory umami-forward main dish built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
Sesame Turkey Soup,entree,Asian,"['ground turkey', 'olive oil', 'broth']",18,17,35,2,medium,False,A savory umami-forward main dish built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",1
Soy Glazed Turkey Soup,entree,Asian,"['ground turkey', 'olive oil', 'broth', 'onion', 'garlic']",12,28,40,2,medium,False,A savory umami-forward main dish built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Sweet Chili Turkey Soup,entree,Asian,"['ground turkey', 'olive oil', 'broth', 'onion', 'ginger', 'garlic']",15,30,45,4,medium,False,A takeout-style dinner made at home built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Teriyaki Turkey Soup,entree,Asian,"['ground turkey', 'olive oil', 'broth', 'cauliflower', 'carrot', 'peas', 'garlic']",18,27,45,4,medium,False,A savory umami-forward main dish built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Scallion Turkey Soup,entree,Asian,"['ground turkey', 'olive oil', 'broth', 'sweet potato', 'onion', 'black beans', 'ginger', 'rice vinegar', 'garlic']",15,30,45,2,medium,False,A takeout-style dinner made at home built around turkey with soup.,"1. Prep the ground turkey and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the ground turkey with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
Herb Turkey Sheet Pan Dinner,entree,American,"['ground turkey', 'olive oil', 'paprika']",10,35,45,4,easy,False,A comfort-food style dinner built around turkey with sheet pan dinner.,1. Prep the ground turkey and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the ground turkey with olive oil and paprika until fully cooked. 4. Combine everything and serve hot.,1
Garlic Turkey Sheet Pan Dinner,entree,American,"['ground turkey', 'olive oil', 'parsley', 'butter']",20,15,35,2,easy,False,A hearty and simple main dish built around turkey with sheet pan dinner.,1. Prep the ground turkey and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the ground turkey with olive oil and parsley until fully cooked. 4. Combine everything and serve hot.,1
Smoky Turkey Sheet Pan Dinner,entree,American,"['ground turkey', 'olive oil', 'onion', 'bell pepper', 'rosemary']",20,20,40,6,easy,False,A comfort-food style dinner built around turkey with sheet pan dinner.,1. Prep the ground turkey and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the ground turkey with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Lemon Pepper Turkey Sheet Pan Dinner,entree,American,"['ground turkey', 'olive oil', 'onion', 'bell pepper', 'paprika', 'thyme']",15,25,40,2,easy,False,A hearty and simple main dish built around turkey with sheet pan dinner.,1. Prep the ground turkey and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the ground turkey with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Roasted Turkey Sheet Pan Dinner,entree,American,"['ground turkey', 'olive oil', 'onion', 'bell pepper', 'cabbage', 'paprika', 'garlic powder']",15,25,40,6,easy,False,A hearty and simple main dish built around turkey with sheet pan dinner.,1. Prep the ground turkey and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the ground turkey with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Homestyle Turkey Sheet Pan Dinner,entree,American,"['ground turkey', 'olive oil', 'onion', 'bell pepper', 'spinach', 'tomato', 'butter', 'thyme']",20,15,35,6,easy,False,A savory weeknight entree built around turkey with sheet pan dinner.,1. Prep the ground turkey and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the ground turkey with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,3
Lemon Herb Turkey Sheet Pan Dinner,entree,Mediterranean,"['ground turkey', 'olive oil', 'salt', 'black pepper', 'onion', 'bell pepper', 'corn', 'oregano', 'lemon']",20,10,30,4,easy,False,A light but satisfying dinner built around turkey with sheet pan dinner.,1. Prep the ground turkey and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the ground turkey with olive oil and salt until fully cooked. 4. Combine everything and serve hot.,3
Mediterranean Turkey Sheet Pan Dinner,entree,Mediterranean,"['ground turkey', 'olive oil', 'salt', 'black pepper', 'onion', 'bell pepper', 'zucchini', 'cucumber', 'olives']",10,20,30,4,easy,False,A light but satisfying dinner built around turkey with sheet pan dinner.,1. Prep the ground turkey and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the ground turkey with olive oil and salt until fully cooked. 4. Combine everything and serve hot.,3
Garlic Oregano Turkey Sheet Pan Dinner,entree,Mediterranean,"['ground turkey', 'olive oil', 'lemon', 'feta']",18,12,30,6,easy,False,A bright Mediterranean-style entree built around turkey with sheet pan dinner.,1. Prep the ground turkey and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the ground turkey with olive oil and lemon until fully cooked. 4. Combine everything and serve hot.,1
Tomato Olive Turkey Sheet Pan Dinner,entree,Mediterranean,"['ground turkey', 'olive oil', 'onion', 'bell pepper', 'oregano']",18,22,40,6,easy,False,A light but satisfying dinner built around turkey with sheet pan dinner.,1. Prep the ground turkey and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the ground turkey with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
