title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary
Mediterranean Turkey Sheet Pan Dinner,entree,Mediterranean,"['ground turkey', 'olive oil', 'salt', 'black pepper', 'onion', 'bell pepper', 'zucchini', 'cucumber', 'olives']",10,20,30,4,easy,False,A light but satisfying dinner built around turkey with sheet pan dinner.
Garlic Oregano Turkey Sheet Pan Dinner,entree,Mediterranean,"['ground turkey', 'olive oil', 'lemon', 'feta']",18,12,30,6,easy,False,A bright Mediterranean-style entree built around turkey with sheet pan dinner.
Tomato Olive Turkey Sheet Pan Dinner,entree,Mediterranean,"['ground turkey', 'olive oil', 'onion', 'bell pepper', 'oregano']",18,22,40,6,easy,False,A light but satisfying dinner built around turkey with sheet pan dinner.
Zesty Herb Turkey Sheet Pan Dinner,entree,Mediterranean,"['ground turkey', 'olive oil', 'onion', 'bell pepper', 'oregano', 'parsley']",12,33,45,6,easy,False,A bright Mediterranean-style entree built around turkey with sheet pan dinner.
Sun-Dried Tomato Turkey Sheet Pan Dinner,entree,Mediterranean,"['ground turkey', 'olive oil', 'onion', 'bell pepper', 'spinach', 'oregano', 'parsley']",20,10,30,2,easy,False,A bright Mediterranean-style entree built around turkey with sheet pan dinner.
Herb Turkey Skillet,entree,American,"['ground turkey', 'olive oil', 'onion', 'garlic', 'broccoli', 'carrot', 'paprika', 'butter']",18,17,35,6,easy,False,A hearty and simple main dish built around turkey with skillet.
Garlic Turkey Skillet,entree,American,"['ground turkey', 'olive oil', 'garlic powder']",20,10,30,2,easy,False,A comfort-food style dinner built around turkey with skillet.
Smoky Turkey Skillet,entree,American,"['ground turkey', 'olive oil', 'onion', 'garlic', 'thyme']",12,10,22,4,easy,False,A comfort-food style dinner built around turkey with skillet.
Lemon Pepper Turkey Skillet,entree,American,"['ground turkey', 'olive oil', 'onion', 'garlic', 'butter', 'garlic powder']",15,10,25,4,easy,False,A comfort-food style dinner built around turkey with skillet.
Roasted Turkey Skillet,entree,American,"['ground turkey', 'olive oil', 'onion', 'garlic', 'corn', 'bell pepper', 'garlic powder']",12,23,35,6,easy,False,A savory weeknight entree built around turkey with skillet.
Homestyle Turkey Skillet,entree,American,"['ground turkey', 'olive oil', 'onion', 'garlic', 'eggplant', 'tomato', 'zucchini', 'garlic powder', 'butter']",12,13,25,2,easy,False,A savory weeknight entree built around turkey with skillet.
Chipotle Turkey Skillet,entree,Mexican,"['ground turkey', 'olive oil', 'garlic']",12,18,30,2,easy,False,A Mexican-inspired entree with bright flavors built around turkey with skillet.
Cilantro Lime Turkey Skillet,entree,Mexican,"['ground turkey', 'olive oil', 'garlic', 'chili powder']",15,20,35,2,easy,False,A bold and zesty main dish built around turkey with skillet.
Spicy Turkey Skillet,entree,Mexican,"['ground turkey', 'olive oil', 'onion', 'garlic', 'corn']",20,10,30,4,easy,False,A Mexican-inspired entree with bright flavors built around turkey with skillet.
Smoky Turkey Corn Skillet,entree,Mexican,"['ground turkey', 'olive oil', 'onion', 'garlic', 'corn', 'chili powder']",10,15,25,2,easy,False,A bold and zesty main dish built around turkey with skillet.
Salsa Verde Turkey Skillet,entree,Mexican,"['ground turkey', 'olive oil', 'onion', 'garlic', 'spinach', 'cumin', 'chili powder']",12,10,22,4,easy,False,A Mexican-inspired entree with bright flavors built around turkey with skillet.
Southwest Turkey Skillet,entree,Mexican,"['ground turkey', 'olive oil', 'onion', 'garlic', 'cabbage', 'carrot', 'cumin', 'lime']",15,20,35,4,easy,False,A Mexican-inspired entree with bright flavors built around turkey with skillet.
Ginger Garlic Turkey Skillet,entree,Asian,"['ground turkey', 'olive oil', 'onion', 'garlic', 'broccoli', 'carrot', 'snap peas', 'ginger', 'green onion']",15,10,25,4,easy,False,A quick Asian-inspired entree built around turkey with skillet.
Sesame Turkey Skillet,entree,Asian,"['ground turkey', 'olive oil', 'salt', 'black pepper', 'onion', 'garlic', 'eggplant', 'tomato', 'zucchini', 'sesame oil']",12,23,35,2,easy,False,A savory umami-forward main dish built around turkey with skillet.
Soy Glazed Turkey Skillet,entree,Asian,"['ground turkey', 'olive oil', 'onion', 'garlic']",12,13,25,6,easy,False,A quick Asian-inspired entree built around turkey with skillet.
Sweet Chili Turkey Skillet,entree,Asian,"['ground turkey', 'olive oil', 'onion', 'garlic', 'soy sauce']",20,10,30,6,easy,False,A savory umami-forward main dish built around turkey with skillet.
Teriyaki Turkey Skillet,entree,Asian,"['ground turkey', 'olive oil', 'onion', 'garlic', 'eggplant', 'tomato']",12,13,25,4,easy,False,A savory umami-forward main dish built around turkey with skillet.
Scallion Turkey Skillet,entree,Asian,"['ground turkey', 'olive oil', 'onion', 'garlic', 'mushrooms', 'peas', 'honey']",18,10,28,4,easy,False,A savory umami-forward main dish built around turkey with skillet.
Ginger Garlic Turkey Curry,entree,Asian,"['ground turkey', 'olive oil', 'onion', 'garlic', 'coconut milk', 'cabbage', 'soy sauce', 'ginger']",18,17,35,6,medium,False,A savory umami-forward main dish built around turkey with curry.
Sesame Turkey Curry,entree,Asian,"['ground turkey', 'olive oil', 'ginger']",15,20,35,4,medium,False,A takeout-style dinner made at home built around turkey with curry.
Soy Glazed Turkey Curry,entree,Asian,"['ground turkey', 'olive oil', 'coconut milk', 'soy sauce', 'ginger']",10,20,30,6,medium,False,A savory umami-forward main dish built around turkey with curry.
Sweet Chili Turkey Curry,entree,Asian,"['ground turkey', 'olive oil', 'onion', 'garlic', 'coconut milk', 'ginger']",20,15,35,4,medium,False,A quick Asian-inspired entree built around turkey with curry.
Teriyaki Turkey Curry,entree,Asian,"['ground turkey', 'olive oil', 'onion', 'garlic', 'coconut milk', 'corn', 'ginger']",12,23,35,4,medium,False,A quick Asian-inspired entree built around turkey with curry.
Scallion Turkey Curry,entree,Asian,"['ground turkey', 'olive oil', 'onion', 'garlic', 'coconut milk', 'broccoli', 'carrot', 'snap peas', 'ginger']",15,25,40,2,medium,False,A quick Asian-inspired entree built around turkey with curry.
Ginger Garlic Turkey Stir-Fry,entree,Asian,"['ground turkey', 'olive oil', 'garlic']",15,10,25,6,easy,False,A savory umami-forward main dish built around turkey with stir-fry.
Sesame Turkey Stir-Fry,entree,Asian,"['ground turkey', 'olive oil', 'onion', 'garlic']",18,10,28,4,easy,False,A quick Asian-inspired entree built around turkey with stir-fry.
Soy Glazed Turkey Stir-Fry,entree,Asian,"['ground turkey', 'olive oil', 'bell pepper', 'onion', 'garlic']",15,15,30,2,easy,False,A takeout-style dinner made at home built around turkey with stir-fry.
Sweet Chili Turkey Stir-Fry,entree,Asian,"['ground turkey', 'olive oil', 'bell pepper', 'onion', 'soy sauce', 'garlic']",18,10,28,6,easy,False,A quick Asian-inspired entree built around turkey with stir-fry.
Teriyaki Turkey Stir-Fry,entree,Asian,"['ground turkey', 'olive oil', 'bell pepper', 'onion', 'spinach', 'ginger', 'garlic']",15,10,25,6,easy,False,A takeout-style dinner made at home built around turkey with stir-fry.
Scallion Turkey Stir-Fry,entree,Asian,"['ground turkey', 'olive oil', 'bell pepper', 'onion', 'zucchini', 'green onion', 'ginger', 'garlic']",20,10,30,4,easy,False,A quick Asian-inspired entree built around turkey with stir-fry.
Herb Turkey Wrap,entree,American,"['ground turkey', 'olive oil', 'flour tortillas', 'cauliflower', 'carrot', 'paprika', 'rosemary', 'lime', 'cilantro']",10,10,20,6,easy,False,A comfort-food style dinner built around turkey with wrap.
Garlic Turkey Wrap,entree,American,"['ground turkey', 'olive oil', 'flour tortillas', 'spinach', 'tomato', 'onion', 'butter', 'paprika', 'lime', 'cilantro']",20,10,30,6,easy,False,A comfort-food style dinner built around turkey with wrap.
Smoky Turkey Wrap,entree,American,"['ground turkey', 'olive oil', 'lime', 'cilantro']",20,10,30,2,easy,False,A savory weeknight entree built around turkey with wrap.
Lemon Pepper Turkey Wrap,entree,American,"['ground turkey', 'olive oil', 'butter', 'lime', 'cilantro']",20,10,30,2,easy,False,A comfort-food style dinner built around turkey with wrap.
Roasted Turkey Wrap,entree,American,"['ground turkey', 'olive oil', 'garlic powder', 'thyme', 'lime', 'cilantro']",12,10,22,6,easy,False,A savory weeknight entree built around turkey with wrap.
Homestyle Turkey Wrap,entree,American,"['ground turkey', 'olive oil', 'flour tortillas', 'onion', 'parsley', 'lime', 'cilantro']",18,10,28,4,easy,False,A comfort-food style dinner built around turkey with wrap.
Chipotle Turkey Wrap,entree,Mexican,"['ground turkey', 'olive oil', 'flour tortillas', 'broccoli', 'cumin', 'chili powder', 'lime', 'cilantro']",18,10,28,6,easy,False,A family-friendly taco night style meal built around turkey with wrap.
Cilantro Lime Turkey Wrap,entree,Mexican,"['ground turkey', 'olive oil', 'cilantro']",12,13,25,6,easy,False,A family-friendly taco night style meal built around turkey with wrap.
Spicy Turkey Wrap,entree,Mexican,"['ground turkey', 'olive oil', 'chili powder', 'lime', 'cilantro']",12,10,22,6,easy,False,A family-friendly taco night style meal built around turkey with wrap.
Smoky Turkey Cauliflower Wrap,entree,Mexican,"['ground turkey', 'olive oil', 'flour tortillas', 'cauliflower', 'cilantro', 'lime']",12,10,22,6,easy,False,A Mexican-inspired entree with bright flavors built around turkey with wrap.
Salsa Verde Turkey Wrap,entree,Mexican,"['ground turkey', 'olive oil', 'flour tortillas', 'mushrooms', 'onion', 'lime', 'cilantro']",15,10,25,4,easy,False,A bold and zesty main dish built around turkey with wrap.
Southwest Turkey Wrap,entree,Mexican,"['ground turkey', 'olive oil', 'flour tortillas', 'mushrooms', 'onion', 'peas', 'cumin', 'lime', 'cilantro']",12,10,22,6,easy,False,A family-friendly taco night style meal built around turkey with wrap.
Lemon Herb Turkey Wrap,entree,Mediterranean,"['ground turkey', 'olive oil', 'cilantro']",12,10,22,2,easy,False,A light but satisfying dinner built around turkey with wrap.
Mediterranean Turkey Wrap,entree,Mediterranean,"['ground turkey', 'olive oil', 'lime', 'cilantro']",15,10,25,2,easy,False,A light but satisfying dinner built around turkey with wrap.
Garlic Oregano Turkey Wrap,entree,Mediterranean,"['ground turkey', 'olive oil', 'parsley', 'lime', 'cilantro']",12,10,22,6,easy,False,A bright Mediterranean-style entree built around turkey with wrap.
Tomato Olive Turkey Wrap,entree,Mediterranean,"['ground turkey', 'olive oil', 'flour tortillas', 'cabbage', 'lime', 'cilantro']",12,10,22,6,easy,False,A fresh and herb-forward main dish built around turkey with wrap.
Zesty Herb Turkey Wrap,entree,Mediterranean,"['ground turkey', 'olive oil', 'flour tortillas', 'onion', 'oregano', 'lime', 'cilantro']",10,10,20,2,easy,False,A fresh and herb-forward main dish built around turkey with wrap.
Sun-Dried Tomato Turkey Wrap,entree,Mediterranean,"['ground turkey', 'olive oil', 'flour tortillas', 'eggplant', 'oregano', 'lemon', 'lime', 'cilantro']",10,10,20,4,easy,False,A bright Mediterranean-style entree built around turkey with wrap.
Herb Turkey Grain Bowl,entree,American,"['ground turkey', 'olive oil', 'quinoa', 'broccoli', 'carrot', 'snap peas', 'parsley', 'thyme', 'garlic']",18,10,28,2,easy,False,A hearty and simple main dish built around turkey with grain bowl.
Garlic Turkey Grain Bowl,entree,American,"['ground turkey', 'olive oil', 'salt', 'black pepper', 'quinoa', 'eggplant', 'tomato', 'rosemary', 'butter', 'garlic']",15,15,30,2,easy,False,A comfort-food style dinner built around turkey with grain bowl.
Smoky Turkey Grain Bowl,entree,American,"['ground turkey', 'olive oil', 'quinoa', 'garlic']",18,17,35,2,easy,False,A comfort-food style dinner built around turkey with grain bowl.
Lemon Pepper Turkey Grain Bowl,entree,American,"['ground turkey', 'olive oil', 'quinoa', 'butter', 'garlic']",15,10,25,6,easy,False,A hearty and simple main dish built around turkey with grain bowl.
Roasted Turkey Grain Bowl,entree,American,"['ground turkey', 'olive oil', 'quinoa', 'rosemary', 'paprika', 'garlic']",20,10,30,2,easy,False,A hearty and simple main dish built around turkey with grain bowl.
Homestyle Turkey Grain Bowl,entree,American,"['ground turkey', 'olive oil', 'quinoa', 'broccoli', 'parsley', 'thyme', 'garlic']",20,10,30,6,easy,False,A savory weeknight entree built around turkey with grain bowl.
Lemon Herb Turkey Grain Bowl,entree,Mediterranean,"['ground turkey', 'olive oil', 'quinoa', 'broccoli', 'carrot', 'snap peas', 'oregano', 'garlic']",10,10,20,4,easy,False,A bright Mediterranean-style entree built around turkey with grain bowl.
Mediterranean Turkey Grain Bowl,entree,Mediterranean,"['ground turkey', 'olive oil', 'quinoa']",20,10,30,2,easy,False,A light but satisfying dinner built around turkey with grain bowl.
Garlic Oregano Turkey Grain Bowl,entree,Mediterranean,"['ground turkey', 'olive oil', 'quinoa', 'parsley', 'garlic']",15,20,35,2,easy,False,A light but satisfying dinner built around turkey with grain bowl.
Tomato Olive Turkey Grain Bowl,entree,Mediterranean,"['ground turkey', 'olive oil', 'quinoa', 'feta', 'oregano', 'garlic']",15,10,25,6,easy,False,A fresh and herb-forward main dish built around turkey with grain bowl.
Zesty Herb Turkey Grain Bowl,entree,Mediterranean,"['ground turkey', 'olive oil', 'quinoa', 'cauliflower', 'oregano', 'lemon', 'garlic']",10,10,20,6,easy,False,A light but satisfying dinner built around turkey with grain bowl.
Sun-Dried Tomato Turkey Grain Bowl,entree,Mediterranean,"['ground turkey', 'olive oil', 'quinoa', 'corn', 'bell pepper', 'onion', 'lemon', 'oregano', 'garlic']",18,17,35,4,easy,False,A light but satisfying dinner built around turkey with grain bowl.
Herb Turkey Stew,entree,American,"['ground turkey', 'olive oil', 'broth']",20,20,40,2,medium,False,A comfort-food style dinner built around turkey with stew.
Garlic Turkey Stew,entree,American,"['ground turkey', 'olive oil', 'broth', 'garlic']",18,37,55,2,medium,False,A savory weeknight entree built around turkey with stew.
Smoky Turkey Stew,entree,American,"['ground turkey', 'olive oil', 'broth', 'paprika', 'garlic']",12,38,50,2,medium,False,A savory weeknight entree built around turkey with stew.
Lemon Pepper Turkey Stew,entree,American,"['ground turkey', 'olive oil', 'broth', 'butter', 'rosemary', 'garlic']",12,38,50,2,medium,False,A comfort-food style dinner built around turkey with stew.
Roasted Turkey Stew,entree,American,"['ground turkey', 'olive oil', 'broth', 'onion', 'butter', 'parsley', 'garlic']",18,32,50,2,medium,False,A hearty and simple main dish built around turkey with stew.
Homestyle Turkey Stew,entree,American,"['ground turkey', 'olive oil', 'broth', 'carrot', 'onion', 'parsley', 'paprika', 'garlic']",12,43,55,4,medium,False,A savory weeknight entree built around turkey with stew.
Lemon Herb Turkey Stew,entree,Mediterranean,"['ground turkey', 'olive oil', 'broth', 'carrot', 'celery', 'eggplant', 'tomato', 'parsley', 'garlic']",15,30,45,4,medium,False,A bright Mediterranean-style entree built around turkey with stew.
Mediterranean Turkey Stew,entree,Mediterranean,"['ground turkey', 'olive oil', 'broth', 'carrot', 'celery', 'cabbage', 'green onion', 'feta', 'parsley', 'garlic']",18,37,55,6,medium,False,A light but satisfying dinner built around turkey with stew.
Garlic Oregano Turkey Stew,entree,Mediterranean,"['ground turkey', 'olive oil', 'broth', 'garlic']",20,20,40,2,medium,False,A light but satisfying dinner built around turkey with stew.
Tomato Olive Turkey Stew,entree,Mediterranean,"['ground turkey', 'olive oil', 'broth', 'parsley', 'garlic']",15,40,55,4,medium,False,A fresh and herb-forward main dish built around turkey with stew.
Zesty Herb Turkey Stew,entree,Mediterranean,"['ground turkey', 'olive oil', 'broth', 'onion', 'feta', 'garlic']",15,25,40,2,medium,False,A bright Mediterranean-style entree built around turkey with stew.
Sun-Dried Tomato Turkey Stew,entree,Mediterranean,"['ground turkey', 'olive oil', 'broth', 'carrot', 'celery', 'lemon', 'garlic']",12,38,50,6,medium,False,A light but satisfying dinner built around turkey with stew.
Herb Shrimp Rice Bowl,entree,American,"['shrimp', 'olive oil', 'rice', 'corn', 'onion', 'thyme', 'butter', 'garlic']",12,18,30,4,easy,False,A hearty and simple main dish built around shrimp with rice bowl.
